text,class
'Renault Trucks dizel kamyonların enerji verimliliğini arttırmaya yönelik çalışmalarına devam ediyor. Falcon projesinin bir parçası olarak geliştirilen laboratuvar aracı Optifuel Lab 3 ile Renault Trucks çekici-treyler kombinasyonunda yakıt tüketimini yüzde 13 oranında azaltmayı hedefliyor. Elektrikli araçlar gündemde olsa da taşımacılık sektöründe daha uzun süre dizel teknolojisi hakım kalacak. Renault Trucks da maliyetleri düşürmek için çalışmalarını sürdürüyor. Optifuel Lab 3 aerodinamik yuvarlanma direnci sürücü yardımı enerji yönetimi ve güç aktarma sistemleri ile ilgili teknolojileri birleştiriyor. Amaç özellikle değişken geometrili bir treyler ile yakıt tüketimini büyük ölçüde azaltmak için kombinasyonun aerodinamiğini önemli ölçüde iyileştirmek oluyor. Kaplama için FRUEHAUF tarafından StylMond ile birlikte geliştirilen bu “adaptif�? treyler kontrol ve kumanda sistemi ile sensörler sayesinde boş yükleme alanını kullanarak otomatik olarak optimize edilmiş bir şekilde yük almayı amaçlıyor. Bağlı düşük yuvarlanma dirençli lastikler Uzun mesafeli yolculuklarda yakıt tüketiminin yaklaşık yüzde 25i lastik yuvarlanma direncinden kaynaklanır. Michelin araştırma projelerinden elde edilen yenilikçi teknolojileri entegre ederek laboratuvar aracı için düşük yuvarlanma direncine sahip lastikler geliştirecek. Renault Trucks ve Michelin ayrıca bağlı lastiklere monteli sensörlerden elde edilen verileri kullanacak.Optifuel Lab 3den alınan navigasyon ve trafik (Benomad) meteoroloji (Wezzoo) ve lastik (Michelin) verileri optimize edilmiş hız ve soğutma sistemi kontrolleri tarafından kullanılacak. Bu son sistem enerji tasarrufunu en üst düzeye çıkarmak için yeni aktüatörlerle donatılacak.Optifuel Lab 3 için çift akülü cihazda beklenen büyük bir ağırlık düşüşü ve start aküsü için iyileştirilmiş soğuk çalıştırma performansı artan kapasite ve akü kullanım ömrü ile birlikte kapsamlı bir çalışma yapılacak. Güç aktarma sistemiTüm aktarma mekanizması azaltılmış sürtünme için Total tarafından geliştirilen yeni nesil düşük viskoziteli yağlar kullanacak.Ayrıca test tezgahlarında performans çalışmaları yapılacak ve Rankin termodinamik çevrimine dayanan iki tip atık ısı geri kazanım sistemi mimarisi için entegrasyon çalışmaları yapılacak. Araştırma Renault Trucks Faurecia IFPEN ve Enogia tarafından ortaklaşa yürütülüyor. Renault Trucks ve ortakları tipik bir uzun mesafe taşımacılığında yakıt tüketiminde yüzde 13 oranında bir azalma hedefliyor. Optifuel Lab 3 ilk yol testlerini 2019da gerçekleştirip 2020de tüketim tasarrufunda dair değerlendirmelerini tespit edecek. ',Otomobil
'Mobility Monitor araştırmasının “Elektrikli Araçlar ve Sürdürülebilirlik�? bölümünü yayınlayan LeasePlan Türkiye’deki kullanıcıların elektrikli araçlara yaklaşımıyla ilgili önemli bulguları ortaya koydu. LeasePlan dünyanın önde gelen araştırma firmalarından biri olan Ipsos ile birlikte hazırladığı Mobility Monitor araştırmasının “Elektrikli Araçlar ve Sürdürülebilirlik�? bölümünü yayınladı. 16 farklı ülkeden 4.000’in üzerinde kişiyle gerçekleştirilen araştırmaya katılanların yüzde 61’i sıfır emisyonlu elektrikli araçların kullanımını tercih edeceklerini belirtti. Katılımcıların neredeyse yarısı son 3 yıl içerisinde elektrikli araçlara karşı fikirlerinin olumlu yönde değiştiğini ifade ederken araştırma genel olarak elektrikli araç kullanımına yönelik giderek artan bir tutum olduğunu ortaya koydu. Ankete katılanların büyük çoğunluğu elektrikli araçları daha iyi olarak görse de mevcut altyapıya ilişkin endişelerini de dile getirdi. Gelecek 5 yılda araç almayı planlayanların yüzde 51i elektrikli araç almalarını engelleyen faktörler olarak yetersiz şarj altyapısını belirtirken yüzde 45i sınırlı sürüş mesafesi veya menzil endişesi nedeniyle elektrikli araca geçmeyeceklerini belirtti. Türkiye son üç yılda zirvedeMobility Monitor araştırmasının elektrikli araçlarla ilgili olan ilk bölümü Türkiye’deki kullanıcıların elektrikli araçlara yaklaşımıyla ilgili önemli bulgular da ortaya koydu. Buna göre Türkiye elektrikli araçlara ilgili en olumlu yaklaşımı gösteren ilk 3 ülke arasında yer aldı. Portekizli katılımcıların yüzde 87’si elektrikli araçlara karşı olumlu tutum sergilerken Türkiye’deki katılımcıların yüzde 84’ü elektrikli araçlara olumlu baktığını ifade etti. Türk katılımcıların yalnızca yüzde 2’si elektrikli araçlar için negatif görüş bildirirken yüzde 14’ü herhangi bir yaklaşım sergilemeyerek nötr kalmayı tercih etti. Türkiye’yi yüzde 83 ile Yunanistan takip etti. Araştırmaya katılan ülkelere arasında elektrikli araçlara karşı en olumsuz yaklaşımı sergileyen ülke ise yüzde 32 negatif görüş ile Lüksemburg oldu. Türkiye ayrıca son 3 yılda elektrikli araçlar için en çok olumlu tutum değiştiren ülkeler arasında birinci oldu. Son 3 yılda Türkiye’deki kullanıcıların elektrikli araçlara olan tutumu yüzde 75 oranında pozitif olarak değişim gösterdi. Türkiye’yi yüzde 72’i ile Portekiz yüzde 64 ile Romanya takip etti. Türklerin yüzde 57’si elektrikli araç tercih edecekLeasePlan Mobility Monitor araştırmasının “Elektrikli Araçlar ve Sürdürülebilirlik�? bölümünde katılımcılara “Bir sonraki aracınızı satın alırken bir elektrikli araç satın alma olasılığınız nedir?�? sorusu da soruldu. Önümüzdeki 5 yıl içerisinde bir araç alacağı takdirde bu aracın elektrikli bir araç olacağını en çok belirten ülke Türkiye oldu. Türkiye’deki katılımcıların yüzde 57’si bu soruya “kesinlikle evet�? yanıtını verirken yüzde 35’i nötr kaldı yüzde 8’i ise “kesinlikle hayır�? yanıtı verdi. Türkiye’yi bu konuda yüzde 53 ile Yunanistan yüzde 51 ile Portekiz izledi. Elektrikli araç satın almaya en olumsuz bakan ülke ise yüzde 60 oranında hayır yanıtını veren Lüksemburg oldu. Araştırmaya göre ayrıca yakın gelecekte araç kiralama niyetinde olan her 5 kişiden 2’si elektrikli araç kiralamak istiyor. ',Otomobil
'Japon otomobil üreticisi Nissan Motor Co ABDde yaklaşık 450 bin aracı fren hidroliğinin yangına yol açabileceği endişesiyle geri çağırma kararı aldı. Kyodonewsin haberine göre araçlar fren hidroliğinin iç devre kartlarına sızarak yangına yol açması ihtimali nedeniyle geri çağırılıyor.Geri çağırma işlemi 2015-2018 Murano ve 2016-2018 Maxima sedan modeli 450 bin aracı kapsıyor.Şirket bu yıl eylül ayında ABD Kanada Güney Kore ve İsrailde geri görüş kameralarındaki kronik bir sorun nedeniyle 12 milyon aracı geri çağırmıştı. ',Otomobil
'Ferrari 812 Superfast’ın üstü açılabilen versiyonu 812 GTS’i tanıttı. Ferrariden yapılan açıklamaya göre V12 motorlu üstü açık modeli V12 Spider’i yaklaşık 50 yıl önce pazara sunan Ferrari geride kalan yarım asrın ardından tarihi başarılarla dolu V12 Spider’ın mirasını yeni modeli 812 GTS devam ettirecek. 800 HP güç ve 718 Nm tork üreten V12 motoruyla öncüleri gibi performans noktasında standartları yeniden belirleyen 812 GTS sınıfının en kullanışlı RHT (Açılabilir Hard Top) tavanıyla dikkati çekiyor. 340 km/s’lik maksimum hıza sahip olan Ferrari 812 GTS 0-100 km/s hızlanmasını 3 saniyenin altında 0-200 km/s hızlanmasını ise sadece 83 saniyede tamamlıyor.Üstü açılan spor otomobiller sınıfının en hızlı modelleri arasında yerini alacak olan Ferrari 812 GTS’in hard top tavanı sadece 14 saniyede üstelik 45 km/s hıza kadar açılıyor. Tavan sistem kabin içerisinde yaşam alanını daraltmazken elektrikli arka cam rüzgar kesici görevini üstlenerek motorun sesini kısabiliyor. Ferrari’nin 7 yıllık uzatılmış garanti programıyla taçlanan müşteri hizmetleri odaklı yaklaşımı 812 GTS için de sunuluyor. Otomobilin ömrünün ilk 7 yılında yapılan tüm düzenli bakımlarını içeren garanti programı ikinci el alımları da kapsıyor. ',Otomobil
'Tüm segmentlerdeki 2020 modellerini Milano’da düzenlenen Eicma Fuarında da sergileyen Yamaha Motor Scooter Supersport Hyper Naked ve Sport Heritage serilerinin yenilenen motosikletlerini meraklıları ile buluşturdu. Fuarı ve performanslarını değerlendiren Yamaha Motor Türkiye Genel Müdürü Bora Berker Cansever şunları söyledi:“Türkiye motosiklet pazarında markamızın iskeletini oluşturan Kando felsefesi ile etkileyici tasarımlar öncü teknolojilerle öne çıkmaya ve 2020 yılında da hizmetteki farklılıklarımızla sektöre heyecan katmaya devam edeceğiz. Bayi standartları ve müşterilerimize sunduğumuz satış sonrası hizmetlere yönelik dönüşümümüze 2019 yılı başından itibaren hız katmıştık.Bu dönüşüm 2020‘de de hızla devam edecek.Global pazarda satış performansı ile 5. sırada yer alan Türkiye özellikle mükemmel müşteri deneyimine yönelik uzatılmış garantiden finansal çözümlere standardize edilmiş bakım fiyatlarından kaskoya birçok özel hizmeti marka çatısı altında toplayarak önemli bir satış performansına ulaştı.\"2020 modellerinden bazılarıYeni TMAX Tech MAX en yüksek teknik özelliklere sahip sport scooter...Tam donanımlı premium model olağanüstü hızlanma ve yüksek seyir hızı için daha güçlü tork ve uzun mesafeli yolculuklar için yeni bir 560 cc motor ile donatıldı. Hafif şasisi ile kalabalık şehir sokaklarında gezinmek için de ideal seçenek olarak öne çıkıyor. Yamaha yepyeni Tricity 300 ile Urban Mobility segmentini üst seviyeye taşıyacak. Güçlü torku ve mükemmel hızlanması Tricity 300ü şehir içinde ve dışında seyahatin hem en ekonomik hem de en hızlı yolu haline getiriyor. İkili yatabilen ön tekerlekler sorunsuz viraj alma için ekstra yol tutuşu sağlıyor ve hafif gidon ile dar boyutları sıkışık caddelerde ilerlemeyi kolaylaştırıyor. Her durduğunuzda otomatik Tilt-lock Assist System denge ve kolaylık sağlıyor ve yeşil ışık yandığında iyi tepki veren 300 cc Blue Core motor varış noktasına rekor bir sürede ulaştırıyor. Yeni Tracer 700MT-25 agresif yeni görünüm ile her zamankinden daha fazla MT özelliği taşıyor. Daha agresif kafa tasarımı yeni ters amortisörler ve yeniden tasarlanan geniş yakıt deposu dinamik MT ailesi görünümünü vurgulayarak son 250 modelini ortaya çıkarıyor. Performans odaklı teknolojisiyle güçlü yeni bir tarza sahip olan yeni nesil MT-25 büyük motosiklet statüsünü hafif model çeşitliliğiyle birleştiriyor.Yamaha Motor ilk yarışını kuruluşundan sadece 10 gün sonra kazandı. Bu güçlü yarışma arzusu ve kazanma hazzı Yamahanın kimliğini bugün de tamamlamaya devam ediyor. Yeni Tracer 700 neredeyse her sürüş tarzına yönelik gelişmiş performans daha fazla konfor ve daha dinamik bir stil sunmak için radikal bir şekilde yeniden tasarlandı ve geliştirildi. Agresif yeni yüzü ve daha belirgin tarzıyla yeni Tracer 700 her sürüşte yüksek adrenalin yaşatıyor. ',Otomobil
'Borusan Otomotiv Türkiye distribütörlüğünü üstlendiği BMW’nin “lüksü yeniden tanımlayan�? en özel 5 modelini gerçekleştirdiği özel bir etkinlikle tanıttı. Borusan Otomotiv’in ev sahipliğinde gerçekleştirilen bu önemli gecede BMW’nin amiral gemisi Yeni BMW 7 Serisi’nin yanı sıra lüks spor otomobil kategorisinin gözdesi BMW 8 Serisi Gran Coupé yarış performansını lüksle birleştirenBMW M8 Cabrio ve Coupé ile markanın bugüne kadar ürettiği en büyük ve en lüks SUV modeliBMW X7 Türkiye’de ilk kez sergilendi. Borusan Otomotiv İcra Kurulu Başkanı Hakan Tiftik “BMW’de lüksün yeniden doğuşunu temsil eden bu eşsiz modelleri Türkiye’de ilk kez BMW tutkunları ile bir araya getirmiş olmaktan büyük bir mutluluk duyuyorum.2019 yılının ilk 10 ayında global satışlarda yeni rekorlara imza atan BMW’nin bu başarısında bu yıl sonu ve önümüzdeki yıl içerisinde Türkiye’de de yollarla buluşturacağımız bu önemli modellerin payı büyük. Geçtiğimiz Ekim ayında BMW tüm dünyada toplam 176 bin 291 adet otomobil sattı. 2019 yılının ilk 10 aylık döneminde Yeni BMW 7 Serisi Yeni BMW 8 Serisi ve Yeni BMW X7 ile lüks segmentte gerçekleştirdiği yüzde 60’lık büyüme BMW’nin yeniden tanımladığı bu segmentte dünya liderliğini sürdürmeye devam edeceğini gösteriyor�? dedi.Amiral gemisi yenilendiPremium otomobil üreticisi BMW kapsamlı tasarım güncellemeleri daha gelişmiş motor seçenekleri ileri teknoloji ürünü işletim sürücü destek ve bağlantı teknolojileri ile amiral gemisini geliştirmeye devam ediyor. Yeni ekipman özellikleri geliştirilmiş akustik en yeni nesil ekran ve işletim sistemi kabin içi konforunu bir adım daha ileri taşıyor. Lüks sedanın prestijli duruşu 50 milimetre uzayan kaputu yüzde 40 daha büyük BMW ızgarası ve daha ince farları ile ön tasarımda belirgin bir şekilde göze çarpıyor. BMW 7 Serisi’nde yeni 8 silindirli benzinli ve 6 silindirli dizel motor seçenekleri yer alıyor. 12 silindirli benzinli motor seçeneğine de sahip olan Yeni BMW 7 Serisi’nin plug-in-hybrid versiyonu da Cenevre Otomobil Fuarı’nda tanıtıldı. Yeni BMW 7 Serisi bu ay itibariyle Türkiye’de de satışa açılıyor. BMW 8 Serisi Gran Coupé8 Serisi’nin Coupé ve Cabrio seçeneklerinden sonra üçüncü gövde tipini temsil eden Yeni BMW 8 Serisi Gran Coupé 4 kapılı bir sedanın sunduğu konfor ve kullanışlılık özellikleriyle bir Coupé otomobilden beklenen sportif tasarım ve sürüş keyfini bir araya getiriyor. Özgün karakteri heyecan uyandıran performans ve dinamizmi ile güç ve zarafet tutkunları için tasarlanan BMW 8 Serisi Gran Coupé Kasım ayı itibariyle Türkiye’de satışa sunuluyor. Coupé versiyona göre 201 milimetre uzayan dingil mesafesi ile boyu 5.074 milimetre’ye kavuşan 8 Serisi Gran Coupé 1.932 milimetre genişliğe ve 1401 milimetre yüksekliğe sahip. Arkaya doğru alçalan tavanı ve BMW’nin karakteristik omuz çizgisi ile oldukça sportif bir görüntü çizen BMW 8 Serisi Gran Coupé segmentinde doğrudan iki kapılı bir spor otomobilden üretilen tek model olarak öne çıkıyor. BMW 8 Serisi Gran Coupé tamamen kapalı zemini aktif flap kontrolü hava perdeleri ve hava kanalcıklı dış aynaları ile aerodinamik açıdan oldukça gelişmiş bir otomobil olarak geliştirildi.100 kmde 7 lt tüketiyorBMW’nin yeni amiral gemisi olmaya hazırlanan BMW X7 tam bağımsız 6 koltuğu üst seviye malzeme kalitesi ve teknolojik sürüş destek sistemleri ile otomotiv dünyasına yeni bir soluk getirmeyi hedefliyor. BMW bir Spor Aktivite Aracı’ndan (SAV) beklenen çevik ve çok yönlü sürüş özellikleri ile seçkinlik ve ferahlığı birleştiren en lüks modeli BMW X7 iç mekanında sunduğu etkileyici genişliği üst sınıf tasarımı ve son teknoloji ürünü ekipman özellikleri sayesinde lüks segmentte yeni bir sayfayı açmaya hazırlanıyor. 5151 milimetre uzunluğunda 2000 milimetre genişliğinde ve 1805 milimetre yüksekliği ile 3105 milimetrelik bir dingil mesafesine sahip olan BMW X7 BMW X model ailesinin yeni lideri olarak öne çıkıyor. BMW X7’de görev yapan motorlar 8 ileri Steptronic şanzıman ve BMW xDrive dört tekerlekten çekiş sistemi ile ürettikleri gücü yere aktarıyor. BMW X7 xDrive40i’de 340 bg güç üreten 6 silindirli benzinli bir ünite görev yapıyor. Bu motor 100 km’de ortalama 9.5 litre yakıt tüketiyor. BMW X7 xDrive30dde 265 bg güç üreten 3.0 litre hacimli bir dizel motor görev alıyor. Bu motor ise 100 km’de 7 litre yakıt tüketiyor. Dizel motorların zirvesini ise 400 bg gücündeki X7 M50d oluşturuyor. ',Otomobil
'Ekim 2018’den bu yana Opel Türkiye Genel Müdürü pozisyonunda bulunan Çağrı Öztaş’ın ayrılık kararı almasının ardından 14 Kasım 2019 tarihi itibarıyla göreve Alpagut Girgin getirildi. Groupe PSA Türkiye Başkanı Olivier Cornuaille Opel Türkiye’deki yönetim değişikliği ile ilgili olarak; “Çağrı Öztaş’a bugüne kadar Opel markasına sağladığı katkılardan ve markaya başarılı bir şekilde liderlik ettiğinden dolayı teşekkür ediyor bundan sonraki kariyerinde kendisine başarılar diliyorum.�? dedi.Alpagut Girgin’in yeni görevini tebrik eden Cornuaille; “Alpagut çok güçlü bir otomotiv geçmişine sahip konusunda uzman bir profesyonel. Kendisinin liderliğinde Opel Türkiye ekibi ve bayi ağımız ile yeni başarılar elde edeceklerine olan inancım tam.�? dedi.Opel Türkiye Genel Müdürlüğü görevine atanan 1974 doğumlu evli ve iki çocuk babası olan Alpagut Girgin 1999 yılından bu yana Opel Türkiye bünyesinde çeşitli görevlerde çalıştı. Son olarak Opel Türkiye Satış Direktörü olarak görev yapan Girgin 14 Kasım itibarıyla Groupe PSA Türkiye çatısı altında Opel Türkiye operasyonunu yönetecek. ',Otomobil
'2016da Los Angeles 2017de Münih 2018de Monako ve 2019un başında Dubai’nin ardından şimdi de Avustralya’nın Melbourne şehri Pirelli’nin en yeni amiral mağazasına ev sahipliği yapacak. “Lastik butiği�? olarak tanımlanabilen P Zero World konseptinde müşteriler Pirelli’nin en seçkin ürünlerinin yanı sıra spor ve lüks otomobil sahipleri için özel hizmetleri de aynı tesiste bulabiliyor. Müşteriler yol kullanımı için en performans odaklı lastikler olan P Zero Trofeo R’den klasik otomobiller için dönemlerinin görünümlerini modern teknolojiyle buluşturan Pirelli Collezione’ye kadar tüm Pirelli yelpazesini sadece dünya çapındaki bu P Zero World mağazalarında keşfedebiliyor.Önemli bir satış bölgesiMag Wheel Tyre ile iş birliğinden doğan Melbourne’daki P Zero World 1200 metrekareden geniş binası ve beş servis rampasıyla şehrin en lüks alışveriş merkezinin karşısında konumlanıyor. Bir aile şirketi olan ve 2000 senesinde kurulan Mag Wheel Tyre uzun yıllardır Pirelli ile iş birliği yapıyor ve günde ortalama 40 otomobilin servisini gerçekleştiriyor.Avustralyanın Victoria eyaletinin başkenti olan Melbourne prestij segmentinde en fazla aracın trafiğe çıktığı şehir olarak dikkat çekiyor. Avustralyada satılan her üç süper otomobilden biri Victoriada satılırken 2019 yılında trafiğe yeni çıkan bu segmentteki araçların sayısı 5.000’i geçmiş bulunuyor. ',Otomobil
'Skoda markasının lokomotifi konumunda olan Octavia’nın yeni nesli Prag’da gerçekleştirilen dünya prömiyerinde tanıtıldı. Üretiminin 60. yılını kutlayan Octavia Çek markanın gelmiş geçmiş en çok satan modeli olarak olarak öne çıkıyor. Dördüncü nesil Octavia 2020’nin son çeyreğinden itibaren Türkiye pazarındaki yerini alacak. Dördüncü jenerasyon Octavia zaten segmentinde iddialı olan boyutlarını daha ileriye taşıyarak büyüdü ve genişledi. Daha büyük bagaj hacmine sahip olan Octavia yeni Skoda tasarım diliyle daha duygusal bir tasarıma kavuştu. Tamamen yeni kabin konsepti yüksek fonksiyonelliği yüksek kaliteye sahip materyalleri ve birçok akıllı özelliği içeriyor. Zaten kendisini kanıtlamış olan Octavia’nın daha geniş daha pratik ve daha güvenli hale getiren Skoda bu modeli daha çevreci motorlarla da buluşturuyor. Daha dikkat çekici tasarım daha büyük boyutlarSkoda Octavia tamamen yenilenen tasarımıyla daha keskin çizgilere sahip oldu. Son neslinde olduğu gibi Sedan ve Combi karoserle satışa sunulacak Octavia’nın boyutları ve uzunluğu artırıldı. Buna göre Octavia Sedan’ın uzunluğu 19 mm artarak 4689 mm genişliği 16 mm artarak 1829 mm oldu. Her zaman olduğu gibi sınıfının standartlarını aşan geniş bir iç hacim sunan Octavia 2686 mm dingil mesafesine sahip.Octavia daha keskin tasarım hatlarıyla birlikte dünyanın en aerodinamik otomobilleri arasına girdi. Yeni tasarımla birlikte daha çekici görünüme sahip olan model ayrıca üstün aerodinamileriyle dikkat çekiyor. Octavia Sedan 0.24 cd hava sürtünmesi katsayısı ile dünyanın en aerodinamik araçları arasına giriyor. Bu sayede yakıt verimliliği artıyor ve CO2 emisyonu düşüyor. Daha geniş yeni kabinOctavia alışıldık geniş ve ferah kabinini bir adım daha ileriye taşıyor. Arkada oturan yolcular ise daha geniş diz mesafesiyle daha fazla lüksün tadını çıkarabilecekler. Segmentinin en büyük bagaj hacmine sahip Octavia Sedan ile 600 litre ve Combi ile 640 litre hacim sunacak.Yeni iki kollu direksiyon simidi krom bir kaplama sahip ve çok yönlü özelliğiyle 14 farklı fonksiyon buradan kolayca kontrol edilebiliyor. Orta konsol kapı kolları ve ön konsol da yeniden tasarlandı. Sırt dostu ergonomik koltuklar ısıtma-soğutma ve masaj özelliğiyle daha fazla konfor getiriyor. 2020 yılı içerisinde arazi odaklı sürüş sunan Octavia Scout ve performanslı Octavia RS de ürün gamına eklenecek. Cama yansıtmalı göstergeSon teknolojiye sahip Octavia’da iki 10 inç’lik cama yansıtmalı gösterge ekranı bulunacak. Bu ekranda hız navigasyon gibi önemli bilgiler cama yansıtılarak sürücünün gözünü yoldan ayırmadan sürüşe devam etmesi sağlanacak. Skoda Octavia aynı zamanda daha da geliştirilmiş Sanal Kokpit sistemini sunuyor. Son jenerasyon kişiselleştirilebilir sistem 10 inç ekranla geliyor. Sürücü farklı temalardan istediğini seçerek pratikliği ve sürüş keyfini artırıyor. Modern motorlar ve hibrit teknolojisiYeni Skoda Octavia yeni jenerasyonunda daha çevreci daha az yakıt tüketen ve daha az emisyon salımı olan TDI dizel ve TSI benzinli motorlar kullanacak. Bununla birlikte Skoda şarjlı hibrit ve yarı hibrit teknolojisini de sunmaya başlayacak. 7 ileri DSG şanzımanlı 110 HP’lik üç silindirli 1.0 TSI ve 150 HP’lik dört silindirli 1.5 TSI motorlar 48-V marş motoru ve 48-V lityum iyon bataryaya sahip. Bu sayede yolda motor kapatılarak daha az yakıt tüketirken frenleme esnasında enerji depolanarak motorun elektronik kullanımı için desteklenmesi sağlanıyor. 190 HP’lik 2.0 TSI motor ise dört çeker ve 7 ileri DSG şanzımanla sunulacak. Tüm TSI motorlarda benzin partikül filtresi yer alacak. Şarj edilebilen hibrit OctaviaSkoda şarj edilebilir Superb iV ile bir ilke imza atmıştı ve şimdi ise yeni Octavia’nın 1.4 TSI benzinli motoru da Octavia iV versiyonu ile elektrikli sürüşe sahip olacak. 204 HP ve 245 HP güç seçenekleriyle tercih edilebilecek Octavia iV 6 ileri DSG şanzımanla eşleştiriliyor.Octavia’nın yeni jenerasyon EVO dizel motorları ise yüzde 80 daha az nitrojen oksit salımına sahip. Yeni Octavia 115 HP’den 200 HP’ye kadar olan aralıklarda üç farklı dizel motor sunuyor. Her biri 2.0 litrelik hacme sahip TDI motorlar yüksek tork kapasitesi ve yüksek verimlilikle öne çıkıyor. Benzinli hibrit ve dizel motorların yanı sıra Octavia sıkıştırılmış doğal gaz (CNG) kullanan G-TEC modeli de sunulacak. 130 HP güç üreten 1.5 TSI motor CNG ile çalışacak şekilde tasarlandı. ',Otomobil
'Otomotiv pazarında yılın son 3 ayında görülen canlılık bayilere moral verdi. Bayiler de yıl sonu hedeflerini yükselttiler. Ford Opel Peugeot Citroen ve Volvo markalarını çatısı altında bulunduran Arkas Otomotiv 2019 sonu satış tahminlerini 450 bin-500 bin adet bandına yükseltti. Arkas Otomotiv Yönetim Kurulu Üyesi Can Yıldırım “Eylül ayında faizlerin düşüş sürecine girmesi ile beraber mevduat faizlerinin kısmen de olsa cazibesini kaybetmeye başlayacağını düşünüyorduk. Tüketicilerin satın alma kararı üzerinde çok önemli etkiye sahip olan kredi maliyetlerinin aşağı yönlü ivme içine gireceği beklentisiyle de Ekim ayı pazarının canlanacağı tahminlerinde bulunmuştuk. Ekim ayı sonunda bu beklentilerimizin realize olduğu görmek memnuniyet verici�? değerlendirmesini yaptı. 2020’de pazar 525 binleri geçer Cazip kredi ve kampanya imkanlarının devam ettiğinin altını çizen Yıldırım son 2 ayında bu hareketliliğin yukarı yönlü bir ivme göstereceğini öngördüklerini söyledi. Can Yıldırım şunları kaydetti: “Bu yıl Arkas olarak temsil ettiğimiz Volvo Ford Opel Peugeot Citroen markalarımızla sene başında belirlemiş olduğumuz satış ve satış sonrası hedeflerimizi gerçekleştirmek üzere çalışmaya devam ediyoruz. ‘Müşterisi ile en ilgili otomotiv bayisi olma’ anlayışımız sürecek. Temsil ettiğimiz tüm markalarımız ile müşteri memnuniyeti çıtasını en üst düzeyde tutmayı hedefliyoruz. 2019 yılı toplam pazarını 450 bin–500 bin adet 2020 için de 525 bin adet ve üzeri olarak tahmin ediyoruz’’ Son iki ay için umutlular Otomobil ve hafif ticari araç toplam pazarı 2019 yılı on aylık dönemde bir önceki yılın aynı dönemine göre yüzde 3188 azalarak 330.384 adet olarak gerçekleşti. Ancak başta kamu bankalarının cazip faiz teşvikleriyle e ekim ayında otomobil ve hafif ticari araç pazarı 49.075 adet oldu. 21.571 adet olan 2018 yılı Ekim ayı otomobil ve hafif ticari araç pazar toplamına göre satışlar yüzde 1275 oranında arttı. 2019 yılı Ekim ayında otomobil satışları bir önceki yılın aynı ayına göre yüzde 13794 arttı ve 39.996 adet oldu. Geçen sene 16.809 adet satış gerçekleşmişti. Son iki ayda 100 bin adetin üzerinde satış öngörülüyor. Ancak bazı araçların bulunurluğunda problemler yaşanıyor. ',Otomobil
'Ticari araç grubunda markalar yıl sonunda satışları artırmak için yoğun kampanya yapıyor. Anadolu Isuzu Genel Müdürü Tuğrul Arıkan 2019’un zor bir yıl olmasına rağmen ana kategorilerde pazar payını artırarak yılı kapatacaklarını ve kampanyalarla talebin hareketlendiğini belirtti. Arıkan Anadolu Isuzu’nun söz konusu kampanyalardan en iyi sonucu alan ticari araç üretilerinden biri olduğunu yıl boyunca düşük seyreden servis girişlerinin de son çeyrekte artış trendi yakaladığını dile getirdi. Ötelenen talebin yeniden hareketlendiğini vurgulayan Arıkan “Özellikle düşen faizlerin ve artmaya başlayan tüketici güveninin etkisiyle 2020’de yatırımların ve satın almaların artacağını öngörüyoruz. 2020’de bütçemizde yüzde 20’lik pazar büyümesi bekliyoruz�? dedi. Scaniada bakım hediye Doğuş Otomotiv Scania 300 bin TL 18 Ay yüzde 058 faiz uygulaması başlattı. Ayrıca 15.000 TL’ye varan takas desteği de verriyor. İki fırsatta da 100.000 km bakım hediye ediliyor. Kampanya 30 Kasım 2019 tarihine kadar yalnızca 2018 model R 450 4x2 NA çekiciler için geçerli olacak. ',Otomobil
'Temsa MD9 Electricity aracını Avrupa yollarına çıkartıyor. 9 metrelik elektrikli otobüs MD 9 Electricity İsveç’e ihraç ediliyor. Temsa’nın üretimini gerçekleştirdiği MD9 Electricty araca Avrupalı taşımacıların ilgisi büyük. Avrupa’da fuarlarda tanıtımı gerçekleşen MD 9 Electricity araca ilk sipariş İsveçli şirket Connectbus’dan geldi. Araçlar Aralık ayında yollarda hizmet vermeye başlayacak. Connectbus isimli şirket MD 9 Electricty otobüsleri Göteburg yakınlarındaki Öckerö adasında yer alan operasyonlarında kullanacak.İhracat daha da artacakTemsa CEO’su Aslan Uzun “TEMSA geniş ürün yelpazesi ve müşteri taleplerine hızlı çözümler üretme yeteneği ile sektörde fark yaratan bir marka. Elektrikli araçlar konusunda Arge merkezimiz ile çok önemli çalışmalar yürütüyoruz.Özellikle elektrikli araç ürün gruplarımız temiz enerji sıfır emisyon noktasında dünyada fark yaratıyor. Elektrikli otobüs konusunda büyük bir başarıya imza attığımız MD 9 Electricity aracımız ile bir ilke de imza atıyoruz ve aracımız Avrupa yollarına çıkıyor\" dedi. MD9 Electricity 2020 yılında İsveç yollarında hizmet vermeye başlıyor. İsveçli Connectbus şirketi ile ilk etapta 6 adetlik bir anlaşma yapıldı. Bu şirket 700 araçlık filoya sahip. ',Otomobil
